twitts,sentiment
"Wishing I had money to take my girlfriend out to the movies with my brothers and I... But alas, I cannot even afford a ticket for myself. ",0
@JonJames3 I'm too lazy to get to the computer!!  lol,0
Tweetdeck is acting wierd. ,0
"@ericlalor No that's a chap, @liam11, who's doing that tonight. Mine's only 42&quot;! ",1
Super full right now ,0
Got no GHWT  Had to chase &amp; catch ducklings. So cute! Long story...crazy night!,0
Driving. Trying to find a place to study. ,0
"@glitterbubbles It is working now, we're good. ",1
"Ahhh i hate my car now,. time to sell,. Needed to get to an apt at 10 and the battary is dead! ",0
@ArianeSherine Permission to smirk? ,1
"@esnsltn That would be nice, but I don't have a coffee machine, so  But perhaps I'll find a cafee where they serve it somday! Or visit Tur",0
"@mcsleazy be honest: its you who really wants to see it, isn't it? ",1
I have hurt a friend ,0
"idk why i drink caps, when IM NOT SUPPOSE TO DRINK MILK! &amp; idk why i use so much of it  my tummy is screaming at me  stupid dairy!!!",0
"@KeziaLyla bout 5-6 years up frm you? that gentleman must be mature wif his act  Bishonen, err whats dat?",1
I wish i had somebody to talk to!! ,0
I feel cheated.  Now I wanna work on Girl &amp; Her Yak story to spite the Sandman's shortcomings but I have piles of work to do. CALAMITY!,0
NOW IM SURROUNDED BY BEAUTIFUL WOMEN AND NO MONEY  MAYBE I CAN OFFER THEM SOME OF MY FOODSTAMPS IN EXCHANGE FOR A LAUGH OR 2 ,1
@megzmegz &lt;-- follow my girl meagan ,1
waiting for aion_amboss ,1
@Sam4God How is she spoilt? She's like 10? 11? That was hard for her to be put up in front of 14m people.  She's really young.,0
(Gone to work now  Boo),0
We'll present our project in a few minutes. We hope to deliver disruptive technology  #startvienna @suvienna,1
@rosadelaD oh.  well go u! Ima keep sippin my drank! Haha,0
"I can't wait for JONAS, Dadnapped, Hatching Pete &amp; Princess Protection Program to air here in the Philippines!! Disney rocks! ",1
"I am SO covered with petroleum jelly and lip gloss! Makes a good smell, I guess.  Thanks cousins for the prank!",1
ohhh shit I put my ice cream in the fridge before I passed out last night ,0
About 2 go home n relax yes relax just had a very interesting conversation ,1
YAY! 740 words...almost there! ,1
my hands are froozing ,0
About to go to work  http://myloc.me/4vq9,0
Fucking figures. I get back and Dean signs off.  SHITTIEST WEEK EVER? I think so.,0
I just changed the channel to see whats on HBO. And guess whats playing?  BABY MAMA ,1
"@urbanfly night, still going for a bit ",1
@beingnobody I like that story ,1
@MeganCamp i found some old jeans i hope they still fit lol  okay text me whenever,0
"@taylorswift13, Well, it's just a lucky guess  Please reply!!!  Luv Ya!!!",1
hello world! continue pimping my firefox .. fun! ,1
shoooooopping ,1
"sorry all, im closing twitter down for a bit... having some problems i think are related to it ",0
i think im ready for a man now.im kinda lonely. ,0
hanging around then dinner with jordan ,1
OH MY DAYSSS AND EXACTLY NINE WEEKS FROM TODAY I SHALL BE ON MY MERRY WAY TO PICCADILLY TO GET A TRAIN TO HAMPSHIREEEEEE!  ,1
"chillin with lizzie, she stayed the night last night and it was a lot of fun ",1
@ameliesoleil aww what's wrong? ,0
@itvprimeval BUT WHY?!?! It's the best thing on at the moment! I'm so depressed ,0
http://twitpic.com/5ey3x - Fire is basically dead ,0
@30SECONDSTOMARS in the Republic in Singapore!you guys should play a show here soon!we really would like to hear you guys live! ,1
@carolermp You are industrious! I didn't have my cheese last night in the end - the strawbs filled me up ,1
"@meistr poor brownies, no one will eat them now ",0
"Hey  Secret to getting thousands of followers on Twitter in days, totally automated: http://bit.ly/VIlIF",1
@leslienaman try changing your pic ,1
I want another one:  http://twitpic.com/88doy ,0
@officialnjonas YAY!!! ,1
"wtf is wrong with my internet?? sorry @noufiez, msn refuses to log on ",0
@wendywings We aim to please ,1
@jacivelasquez quote on myspace from you silly  .. &quot; Jaci Velasquezï¿½Free download available&quot; one prob no link????? ï¿½Joy williams linksï¿½!!!,1
@cocoancream haha robot chicken is a good one indeed ,1
@mSzPurPl3 yesss maam too bad ill be sick for mine  hopefully ill get better by tomorrooo,0
Attending my Aunt Debbie's funeral this afternoon.    R.I.P.,0
@viltefelt What's your shop on Zibbet? I don't remember seeing you on there?  You've got some great items on Etsy!  ,1
"@Jdats21 I miss you guys, too! ",0
  try and enjoy ur family &amp; I am here if I need anything-anything!!!. Love you Sis-be brave &amp; I know u r strong ur in my prayers,0
@cookiesncakes it was good! thanks for reading and let us know how it turns out when you make it ,1
My glasses got bent somehow.  Gotta get them readjusted.,0
my top fav places to go 1.greece 2.italy 3.london 4.new york 5.fiji  want to go to all of these place there soo cool,1
@katiebeth We should be more aggressively promoting our cooler temps to those who would appreciate it. Lots of nice scenery up here too! ,1
"@claire_stokoe thank you, it only took me two minutes, thankfully the style of envirowise.gov.uk was already there for the taking ",1
People I unfollowed on Friday  @aplusk @mrsjutcher @alroker @the_real_shaq  Thank you to the twitter celebs I follow who followed me back!,0
@tommcfly you dont reply to many of ur followers tho do u   iv never had a reply ..... **hint hint**,0
@girl_on_recon  Nick just wants to cuddle because he misses his boyfrand. I bet he calls Tom and tells him his bandmates are fuckers.,0
Today is special. Free red drink day! Yay red drink! ,1
@FuchsiaStiletto haha very true.  this weeks live cos it's sunny and I leave college thursday. Meant to be last day of sun today tho ,0
"via my mom, actually  http://bit.ly/efX6v  used to work here!",1
@jupitusphillip what kind of things do you illustrate and where did you study art/design? ,1
@Dawn_Reed he left the set before I got there  we have another week to get him,0
@DitaVonTeese it's a classic ,1
working my way through a Myst maze while my video exports ,1
i'm so hungry!!! other 30minutes ,0
@mdoolittle your new picture is gooooregous ,1
Just finished editing audio for Dayspring Center &amp; watchin' the Rangers (They lost)  // Now bed!,0
@ComedyQueen lol i know .what you doin today?r u goin for prom shoes or not? ,1
FORGOT THAT ? huh ? YOU BETTER THANK GOD - For his ENDLESS MERCY ! A Better Man than I - A HIGHER MAN - i say  WHY ! FOLLOW ,1
@jaimejofficial @lizmcclarnon OMG just heard about the Lately release date moving. Hope everything's ok ,0
@Michelle76 hope open house went well!! ,1
woke up late today and hating it!!! ,0
Had to make a new Twitter.....someone hacked into my other one ,0
Ahhhhhhh im gonna fail my GCSE'S anyone wanna take them for me ,0
My poor poor lonely friend. ,0
Whoa. I'm on for an hour and all of a sudden all of these followers ,1
Wifey's promising job got shot down by a transfer teacher. Not a great day for us. ,0
"@UppityBlack how did u watch the sounders over the weekend?  I don't get that channel, I have directv ",0
"@nowherepixie the question itself didn't mention the dvd, but the advice in the booklet said to mention it ",0
has a wonderful hubby who's working from home to help look after the little one  huzzah,1
half day then NYC ,1
@kul7ure Hard times my friend.  Finding funding for our non-profit is like pulling teeth!  ,0
"I can hear waves crashing, so calming ",1
@MsiCandiSexyIAM oh lol  still smile it may make someones day.,1
spending day at hospital seeing my dad he wont be here much longer   xxxxx,0
Thinkz Itz Hilarious When A Guy Asks Me... Are You Cold! HaHaHaHa ,1
"@MadeInGlitch same here. went out last night, came back at 4:30am and kept on going til like 8am. woke up again at 11, still at it now. ",1
"@finding_bleu yay, whenever youï¿½re ready! Take it easy. ",1
@babyb21 you can download it at TheCoolniverse.com.. ,1
Good morning Belgium! ,1
@ HaydenWilliams no I don't care I don't like it  she's to friggen bossy,0
@thompsonlive ...but why would you just need the battery? ,1
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",1
"reality check... dreaming is nice, but i just woke up... ",0
Off out to Madame Tussauds and phantom later! Still on a jb high ,1
Morning everyone. Gotta go into London today for a meeting ,0
"Get along to The Carlton, Newmarket this Thurs night!  We're playing there ",1
@pbennett66 work is pretty much dead now. had no night shift yesterday or today. q&amp;a were told to come back on tuesday instead of monday ,0
Going to bed so goodnight everyone  and sweet dreams  http://twitpic.com/2y2e0,1
i think youre stupid ,1
@Chaos33176  something like that,1
@Lady0071126 u didnt send it ,0
30th May 2009 - Unlocked 160 Gamerscore ,1
Saying a tearful gudbye ,0
"&quot;hey, i'll call you right back in a few, promise.&quot; it's been two hours..? ",0
So hungry I have a headache. Why must there be no food in this house? ,0
YAY! RETURNED FROM SICKNESS!  I was out of school for 3 days. Missed Chloe. ,1
my teef hurt ,0
Watching the hills  going in to col at 2 to do my presentation then coming home.. my wisdom teeth are still hurting.,1
@jane__  I'm fine thanks  u?,1
@MissMikkiMouse uh-oh she's hyper... XD I loved MLD last night awwww what a great start ,1
"@jameswilliams90 Inadvertently?  You were bragging, mate ",1
@JoeChristie agreed ,0
"@achernin oh, that sounds SO fun. wish i could have been there! ",1
@DavidArchie lol what song is that? ,1
back in the southern hemisphere and feeling deflated. I miss my friends ,0
"Camping! Dirty lake with leaches, campsite with redants, fishing hook in my hand, ant bite, spider bites, Sunburn raaaaaaarugh!! I hurt ",0
@BellvsBell PAUSE! PAUSE! PAUSE!.....I Deserve Life W/O Parole With Eddie Murphy For That One  lmaoooooooo,0
thunder and lightning in Anaheim. But no rain.  granted i count it being 20-60 miles away.,0
"Here's something I love hearing from students &quot;Mr. Byrne, you have a lot of gray hair.&quot; ",0
"easy 5 miles this morning. run 12 min/walk 3 min, last 1/2 mile barefeet ",1
@launchgum Why did I know you'd be the first to offer capital?! Seriously - you will be impressed by what he came up w/ all on his own. ,1
bye twitter . im going to . i dont  know but im goint to eat somewhere outside ,0
kristen once again disappointed me today. i dont know what to do with her. it's illegal to beat her ,0
"HAHA, Fuck yeah! This is gonna be fun! ",1
I just remembered that Maggie Gyllenhaal got married. ,0
Hopefully it showed.  Getting off of the computer.,1
@TheFoursome hey how are you today? ,1
Sitting at home About to have a shower ,1
uggghh!! y does cedric diggory have to die...!   watching the GOBLET OF FIRE.. i am so excited for Half Blood Prince !!,0
@supastarcity but its cool you my tb  but ol girl better not get caught slippin I'm snatchin lmao,1
"@Anaalove =P ow, i dont remember what &quot;Imao&quot; means  &amp; can u translate me this phrase &quot;he's rocking a faded egg plant shirt&quot; ? CÃ¹ i REALLY",1
"@nut_cookie I hope so  ugh but I'm pissed about some user who posts a lot of pictures, some of them are kinda nsfw &amp; mama kang-mom is here",0
trying to learn for the exsam tomorrow  i think weï¿½ll f*ck up,0
@FiiFiiii ahahahaha you love Twilight don't liee!!!  and we all know I love Robert Pattinson!!,1
school and science test..euggh..i might not get through this day guys..   im sorry,0
my head hurts so badd ,0
@abdur unblock @8wire we miss them ,0
Mrs. K just googled me and scarily my twitter bio came up as the first result. How on earth did that happen? - don't remember being asked ,0
"Wahoooooooooo, in a good mood, but i cba to get ready! URGH college  xox",0
husband gave me  his cooties... sore throat ,0
@xmellyssax Oh no. This link from you doesnÂ´t work. ,0
I am asleep  my typing has seriously suffered in the past two tweets haha.,0
Is Setting Up her twitter ,1
"@PorcelainVirus actually, if you move it to where i am, i will help ",1
"pukeee.  I feel like shit, work in 4 hours",0
"@poison_ive3  Sorry, I just feel like it's the start of my trip so I get really excited. And why would you get in trouble?",0
 hangover,0
@JoeandJesse awesome!!! see you there!! ,1
Works out early! I plan on going home and sleeping again. RUPS ngepet bikin mak gw sibuk ,0
"Hmmm, random thoughts in my head...  spooky... ",1
@TWiG Notice it's on my employer-owned machines. ,1
@ddlovato DEMI YOU WERE SO PRETTY WITH YOU'RE BANGS AND EVERYTHING .YOU LOOK TOO GROWN UP IN THIS PICTURE  i liked your bangs.,0
"So my company bans IM as &quot;resource intensive&quot;, and Google Wave merges IM w/ Email, Twitter, et  So ... I guess I won't be able to use it? ",0
@bluehero Off to work shortly  Home at 11pm then hopefully a bit of Star Ocean and have to write up a couple of reviews,0
nickholdmetight (7:30:28 PM): you're pretty. ,1
"Less me, more we. ",1
@mollstam Bitch! I wantes to work at Stockholm marathon ,0
"Just woke up to feed the little monkey, then some more resident evil playing. Chapter eleven is hard! ",0
"back in gville, in my new apartment... feels weird without the troops  kinda sad.",0
my pic wont show up ,0
oh lord!! lol.... ummm what do i do now???? lol... nothing... as usual ,0
Getting ready to go to Pamela's shower! I've never been to a &quot;lingerie&quot; shower before im guessing it will be interesting   xoxo,1
"SUSHI BREAKFAST, YES?! ",1
"I'm so over this rain already, but unfortunately hurricane season has just begun! ",0
the rain falls again..aww.. ,0
The Fratellis = ,1
Think I'm gonna go see a movie to beat this heat.  Tomorrow I have to take a 4 year old to the zoo. It's gonna be soooo hot out. ick. ,0
@wholeexpanse Hey! ,1
i feel toooo tired. hmph ,0
On a bus that smells of poop. It's hot and poopy ,0
i'm finaly up to date with what the buck ,1
@itsTRG are you the lil yellow blob in that Vid or red one? ,1
@L_du_Coudray i like the shower =? your other bbies are stupiiid  text message me plzzz?&lt;3,0
"@chevale ur still awake ha! Wow lucky u. Mine still can't connect  I guess I'll b on twitter only, for now. Haha u watch kuwtk just now?",0
@dutch3ss Ohh... that's cert 3 at the AFA ,1
my abuelas cooking is so goooood!!! but there isn't any pega left  and i ate way too much but what else is new..,0
"Boy isn't getting home until tomorrow, instead of tonight. Boooo times a hundred ",0
goin to bed. gotta take mom to drs appointment tmrw. Arg which means i gotta dogsit. ,0
The million dolar pee...  #amazingrace,1
early night me thinks ,1
"Bored  ... Somethin still dnt seem right,oh well,I'm done tryina figure shit out",0
At work now 9 hours to go sigh ,0
...you get those lovely things you bought and Cancer Schmancer benefits too! It'sa win-win! ,1
@thisislouise haha oh me too  haha oh i know went so for SO long XD night xx,0
@charmingsharo 17 again ..... again ;) ,1
haven't got any inspiration for the new story  has anyone an idea? book title is: candle light music,0
@xreeshix lol I know xD it's still in it's wrapping because I have nowhere to hang it ,0
"Heading to bed, new sheets! yay! nighty night! ",1
 HRRR wont be open for my trip. Tear.,0
..Really Need To Get Ready For School!!..Well I Havent Its Only 20 to 11..Havent Got To Be In Till 1!..Ile Get Ready At 11:15  Its a Plan,1
@Tweetalize    Sorry           http://www.theskinsociety.com,0
Oh no...it looks like Bettencourt pulled a hammy. ,0
Dealing with high pollen count ,0
Is not enjoying chemistry right now. This class is boo boo's. ,0
Playing poker tomorrow 2 hour drive ,0
Came home from church was walkin up the drive and fell in ma fave flip flops nd scraped up ma knee! ,0
@lilcarriebird yes i's really sleeps! it was 3:30 here and i'm siiiiiiiiiiick ,0
"@splantiago Aw, now I feel bad for schooling you on your birthday ",0
keeps forgettin to put the @ in front of ppls names...  !!,0
@LiteBytes I know they actually made me very upset today! I had to shed a few tears! ,0
@Wolfie85 you wasn't ment to see me.. I was a surprise..!.  . x x x,1
@DrewHamilton Thanks! I just got my DSLR Friday! I'm loving it so far  Check my next tweet out btw...,1
@Superdawg Will you overnight some to Boston? ,1
"@Tall_Can_Mike Yeah they would totally come in handy, wouldn't they?! ",1
@QueenBro hiiiii baby 2!!! My spadesss partner in crime! Lol we gotta start playin for money I tell u! ,1
Takn a 15 at the old job!  We busy in here....u guys should come see me up here! Why? Idk! Lol! ,1
Needs her best best cousin Chelle at the moment.. She can always cheer me up when I am feeling depressed  - Leah,1
@KP_eezy Forrest is over now. ,0
@nhrb same tis rubbish ,0
Great! Stuck just where I don't want to be  Fuck the rain!!!!!!!!!!!!,0
@nhoustonreed Thanks for letting us know about both new pages. I would have been so lost.  Sorry to hear what happened though ,0
need some music  seriously dude i want my computer :'(,0
"Wow, I forgot to update today, haha. Well, its a nice day outside; might go out with the family later ",1
"@kender1 LOL!  Kender if the tiny shoe fits, where it babe!  If it makes you feel better, I'm short too. Satire. Love it.",1
@jASH_mjBs I hope so!  I want smiley faces and on screen keyboards!,0
@None33 salsa dancing sounds fun!! Hope u enjoy ,1
Dead silence makes you hear the truth. ,0
"@DD714 Ahh man, and im off NEXT weekend ",0
@Moonshayde s/he'd have to be this teeny weak frail old lady type like me to fit into mine. ,0
Ugh! I have some form of evil cold ,0
@callamKAPOW I tried to change it but the pic was to big and I can't find the old one ,0
missing ducker right about now.. ,0
@FranAspiemom still achy. but i feel so down and out.. and i dont know why its so weird! like something just came over me. i dont get it! ,0
"Great day yesterday - Shopping, Catch up with friends, &amp; Movie night.. Now back to projects ",0
Back in London after an amazing week in the Maldives.. such a beautiful place! Feel so relaxed and look sooo black against everyone here! ,1
@ryohakkai yeah my korean friend said even those romaji formatted lyrics confuse her LOL ,0
Ooo I've just been invited out for a meal tonight with the rest of the dept. I've been working in at the school  Has made me feel loved!,1
just watched the last episode of the hills with lauren in it  but i had dessert. that made me happier. though my tummy isn't happy!,0
Hope I have a great weekend but for now I'm at home!!! ,0
@suzziequeue not been too bad down here today but has been like that for the last few days ,0
Feels like a part of me is missing ,0
I getting fed up of washing his car in the rain ,0
The collumbia is hoppin today! I wish we were out on our boat ,0
is watching hannah montana online-great procrastination  xxx,1
"@fidothe Alas, no photo. ",0
@sigmamakeup I'm super excited for the brush kits to arrive! Can't wait! ,1
awesome time in philly today.....weekend is actually pretty amazing ,1
Just hit my funny bone ~really~ hard. *hand goes numb* ,0
@ziggyb Oh!! You posted it! 8DD brb gonna check out the rest ,1
@DeeWoodz you're on &quot;Daddy Duty&quot;!  Get in that ktichen &amp; get you Chef Bo-yar-DEE on!! Lol,1
In the Mo.. Chillin wit my cuzzo Ken-D like old times sake. I kinda want to hit up StarBux on Westheimer by the Galleria  ..24hours Baby!,1
"@krysLARGE Have a good day, love bug!!  &lt;4!!",1
"@Gen22  Yeah, stupid sleep got in the way!  I wasnt on twitter that much last night.  ",0
BrittDock: come over!!! ,1
Yay For the Palm Pre. Boo For the cramping Im having. ,0
"@Yasowhat that's awesome! Hahaha I thought about down to earth with chris rock, but turns out it's not on xnox dashboard to dl ",0
"@wyntermusic wynter, i'm sure loads of people are saying this but keep your head up! you deserve success ",1
Relaxing in front of the computer. even thouhg it's sunny outside.  I blame it on the wind . ,1
Horrible heartburns go away ,0
@trilliannext whats in new york in november (besides you!) cant remember if youve told me already! shame we're not there the same time ,0
just got home. i already miss @kevheartsmar  comeback babe,0
Trying my hand at henna... I think I made it too watery  http://yfrog.com/658zsj,0
"@elTweeno You used the Baby P argument which was recent, so it's just a suggestion! It's very good tho  You should be a journalist x",1
had a fun night last night ,1
Just got home from andreas house but i was having fun but i had to go bye bye! ,0
@strawburried I'm good! Just a checkup ,1
just got home from SF and am really tired. so much randomness but it was fun ,1
I've had a bad habit since childhood of biting my lips. Really hurts sometimes  stupid me.,0
a call out to mommies with toddlers! june 27 breastfeeding and beyond with attachment parenting lecture. interested? ,1
Oh gah I feel like my throat is bleeding. I feel so sick.  Blllaaahhh! ,0
WHAT the hell is going on! is NKOTB NOT coming to Australia now ,0
@jtimberlake Lovin' your performance on snl tonight... so damn funny!!! ,1
@sotodance I love Aidan too.  And Diversity.  Good thing they won. I haven't watched the show yet--waiting for the whole family. ,1
GGGRRRR!!! my brO juSt wouLd'nT stuDy! aNd i H8 hiM foR thAt... ,0
@strybe - i feel exactly the same dude. E3 looks superb this year. ,1
"@tanaya12  Feel better. I had one tonight, too, but the pain meds kicked in.",0
@Jonasbrothers LVaTT isn't out in Australia yet  Congrats on graduating Nick!! Wish you all the best for the future!! btw. LVaTT is a tt,0
6 Exams down  Birthday on Monday  Can't WAIT &lt;33,1
"@24kgoldsher oh yeaahhh, RVing is my favorite contact sport   bonnaroo is going to be deadly",1
@mr_mcfox I read that sooooo wrong ,0
@AldoRisolvo yay! it's a new recipe with mascarpone cheese in the crust. tiny bite sized ones that make it less guilt-inducing. ,1
"So my arms got a little red from yesterday, lol. But atleast it was fun! ",1
Only one day left of my long weekend. Glad I'll get to follow along with #WWDC. ,1
@mattaquiline you and your charts ,1
"just drove part bedford, riding shot gun. ",1
@Wale #backtothefeature isn't unarchiving! i'm a sad mac ,0
@1137 lol i have no idea what your talking bout ,0
i am dead meat ,0
"fairytales... I love fairytales, but listening to this is abit slow ",0
Eating mcdonalds waiting for nichoooooolas and count d!  This was an AMAZING night.  Just what I need.  I'm sad about snack size though ,0
PLEASE Be standard and consistent. Makes happy developers ,1
I'm filming my superstition video 2day. I'm a day behind.  I'll post either 2night or 2morrow! Thanks for your tweets!,0
"thanks to the rain, I've lost direct tv ",0
just went on a hunt for Pizza Hut in Durban - sad to say it seems they have closed down.  we ended up at the beach strip at McRibs!,0
Currently sporting a nice inner ear tattoo courtesy of @Jim_Springer.  Happy Pentecost ,1
"waiting for iPhone 3.0, i freaking woke up at 8 for this, now my eye hurt ",0
is over her stupid car seriously It should have been  ridden off  ,0
@xenolinguistics mayyybe it'll happen when you're here ,1
@ShanteCurtis julie just told me kelly's not gonna perform at epsom  omg :'( we already booked!!  i hope he will. thanks youu angel!!,0
is gutted bout missing packet soup night with J-UNIT. ,0
i seem to have lost my bank statement. ,0
Headacheeeee ,0
Morning Twitter. I still don't feel 100%. I want Saturday to hurry up and get here. ,0
This is the life. I wish @Chantizzlebitch was here! ,0
"Can't decide if its a cold or hayfever. I know which I'd prefer, but sadly I think its the other ",0
"No fair, was good yesterday but still waking up at silly times with a head full of blea, Does not encourage good behavior ",0
So sad about that Air France jetliner crash!  I wonder if anyone will survive to tell their tale to Oprah ,0
loved the new hannah montana episode. the guy she goes to prom with is so adorable lol  ,1
@hdh1211  I wud want Rob to show up as Edward tho ,1
@jvon49 Yes - definitely ,1
"@henriliriani Crap, I've got no clue why I mixed you two up  It's been a long day.",1
#goodsex is when your body is still hurting three days later ,1
Watching ï¿½This one time...ï¿½ http://nizmlab.com/1870/ via @nizmlab New animators make me smile! ,1
@Rove1974 heyy ,1
@SoGooey U knw it dude! ,1
cant wait to see @taylorswift13 and @therealpickler (my two faves) on the CMT awards!!!!!! Still sad i can't get ticks for the concert! ,0
"@petebray i'm bring virginia next trip, so i'm sure i'll have to see every conceivable natural feature of the area.  ",1
Adi is a beast! So sad I won't see him for two months ,0
@AlwayzVIP grandtarino made me cry too E :| i hate wen old ppl turn out to be niceish an then they die ,0
Why am I working tonight?! Too much music going on and I'm gonna miss it! ,0
@giwiguinevere  I'm Working ! So sad    Enjoy your Saturday na ka XD,0
@thebrownboi @LisaDEFG @PositiveRegime @HukilauHonolulu @toplevelhawaii @Erock808 @tweetpea @uangel @rindagirl: Thanks for the #FF aloha! ,1
@rashaloren No problem ! ,1
Mind on.. :-X .. Missing someone is a guarantee when your down for em ,1
I thought #LinesVinesTryingTimes was being sold at midnight?! #LinesVinesTryingTimes will have to wait till tomorrow I guess ,0
Rounded out Spider-tastic week with Spidey 3. *sniffle* Peter and Harry made a great crime-fighting duo. Too bad it was so short lived. ,0
@DesignerBaby damaged all my ligaments in my left ankle  and yh it does suck!,0
"I am amazed at how  well I'm still functioning considering the minimal sleep, now lets hope it lasts till 2PM ",1
Lots of painting done but tip of the iceberg!  Hadn't realised just how shabby this house had got ,0
"Burnt bad, Great Time though :-D Work tomorrow ",0
YES! The TCA site FINALLY let me register and vote ... hehehehe ,1
"im gettin sick in here, i need to go out somewhereee. i need fresh air huhuhu ",0
Taking a trip down memory lane. Love how music reminds u of times u'd forgotten about  ? http://blip.fm/~6szpx,1
"Hello world, I'm back and yes, my math tuition is still not done and it's due on Sunday ",0
Td mcahin awards nya pak ali . Sumpah kg sngaja !!! ,0
Just finished her AFR exam and foresees a seriously bad result.  Sigh..,0
@jalanimorgan Hemingway lived in Toronto in the 20's and wrote for the Toronto Star. Fancy. ,1
it is.i havent been in 4ever tho.u should come.i kno u would have fun  @gotjuicygirl,1
Song of day....... Maybe Bla.... No Hmmm. Song of day is........ tam tam tam rammm Before the storm.   &lt;3333 @mileycyrus @jonasbrothers,1
"late, late, late. Gnight ",1
Thinks My Life Lacks Romance At The Moment.. Haha! This 3 Months Off School Is Really Gonna Drag  Birthday 3 Weeks Today  x,0
gonna write the music for my new song todayyyy    so excited!,1
@tammysatterwhit I miss y'all too!! ,1
I hate doctors!  4 hours today in doctors! scary!,0
@Melosmooth2324 right cause people will just download and won't purchase cd's or pay for concerts.  ,0
Bed soon. Busy-ish day tomorrow. ,1
Holy crap! I just won another FW contest. YAAAY! ,1
@JonathanRKnight Haha - don't get High on those exhaust fumes!!   xx,1
"@FunkyPaul only joking, jealous really.. i didn't get the chance to be a bum ",0
@mattimago hes married to me isnt he  ,0
"is like wtf, whats up, ugh BLAH fuck! ",0
@Jonasbrothers i agree love ping pong ,1
@whong09 twisted ankle  I'm down for nations some other time tho,0
fedex lost first set.... is he going to end up on losing side?? ,0
 miss my phoneeeeeeeeeeeee aghh.,0
@asphotos Depending on work that should be fine   Will talk more later in the week!,1
@elchubi Me too!  Normally it's true ,0
"@sharon Hah, thanks for coming out to that show!  How are you and @ian?",1
@jonasobsessedx tighht would be kinda eeew right??  aww no you are ,1
listen to &quot;Let me sign&quot; by Rob Pattinson... the Voice is sooo amazing ,1
@BetsyYoung Looks like it might be 2 far  But we'll be touring up there fairly soon and may need to ask u for some party connections,0
@chargoulter yeah I know ;) lol study udy.. luv u Char&lt;3 sisters 4 eva! Oh ! and ps I got my ring back ! ,1
is catching up on celebrity gossip bc I can't sleep ,0
very mediocre day for the breester.    oh well...,0
Young Adults Not Into Twitter? - http://bit.ly/QoT67  ,1
"@jmliss wow, thank you ",1
@theramon EEEEK.    RIP.,0
Some MASSIVE SELLING going on Vodafone 25 million shares sold in 45 minutes... Some stocks being dumped like there's no tomorrow ,1
"@wearetheocean fantastic show tonight, you guys. ",1
@thenokiablog u seem to be on a roll on ur vacation! so many pics and most of them sneaky! ,1
@ForkYouBlog They are closed for about a week due to kitchen fire!!! Hope you haven't left already ,0
"@wolf_reynolds im ight, just pullin up to work   money to be made... are you an alpha?",0
"has a really achey neck  hot wrap, tea, apprentice and maybe some Jack Black to cheer me up!",0
"Is feeling sick, probably a summer flu ",0
@geekinside @stefanopolis me either ,0
"@mastashredda Cool, thanks for the heads up. ",1
"@kelseyd_ No prob. LOL. That's not attractive. I thought I was going to get a sunburn today because I was outside. Thankfully, I didn't. ",1
Straightenin' my hair...OUCH! My ear   Listening to Breaking Benjamin in the background ,0
"@steveagee: Nice #twistory idea. You wouldn't by any chance be willing to give our little project a plug, would you?  http://twhistory.com",1
Im starting to feel distant again..      &lt;/3,0
http://twitpic.com/7r169 - I already miss my hair! Not happy with my haircut ,0
In ocean city till Friday for AVP! Then of to NYC for another. Won't be home till monday  I miss it!!!!,0
@owlcity awe man that movie is sooo sad! but so good ,0
"I get my hair done today and i'm so happy about it! Also, tomorrow is the last day I'm watching the puppies. ",0
@AliceinParis ok I'm excited now! Although fearful it will make me long for white washed villas and azure seas ,0
@lutkendx congratulations! Proud papa! ,1
awww   which one is in your profile pic?,0
"@gina_pina_14 Hmm, maybe I'll just risk it then.  If it's cold I'll have to stop off in a pub to warm me up ",1
@livelaughsing92 Oh yes him!!! Adorable! ,1
"@faulko1 If you're in MK, then please put order in for sun, am heading that way soon. ",1
Tired as fuck but happy I'm done school ,1
Disappointed by the European elections.  ,0
yay Wizards Of Waverly Place's starting ,1
@jlist how would you explain culture without history? Especially one as odd to westerners as that ,1
I am so excited for the youth camp to get here today!! ,1
sorry tweeps that i don't have more time 4u this week...feels like i'm only @ home for sleeping  good that i have access to twitter @ work,0
"at home but now going to bed because of exhaustion.. is that even a word? ha, goodnight  one day!",1
SHA volleyball car wash ,1
@KiingShalom ha. i guess we do ,1
"i am blocking them, may have to go back to tx  not many truckin co. hiring out of florida",0
@d1vajb heard about the deans list. You go girl (like Kam would say) ,1
@kspidel is that ur puppy? I don't think I want to know why it's his last night with u.  I have three and the hugest heart for all pups.,0
"@arwatts Turn right , Hey baby, Black keys, World war 3 ",1
Love all the lovely people at work! ,1
"@kayak as I said earlier today, you know you've done something right when others copy you ",0
uploading some pictures.. ,1
Just wanted to let you all know @LusciousLime is pretty much the greatest friend ever. She even helped me find the cure for a bad day. ,1
"http://twitpic.com/6uyh0 - she put my twitter thing on her myspace page, and imma show it off to the world! seeing this made me smile  ...",1
@Phonedog_Noah Dogfight: iPhone vs Palm Pre!!! (i have verizon  so it makes no difference...but it would still be cool),0
Why does summer/warm weather have to be interrupted by road construction? ,0
to all the #momoams colleagues: great event! hope to be invited again next year ,1
